Date,title,category,account,amount,type
10/22/2023,Recharge,Bills & Fees,Savings Bank,259,EXPENSE
10/22/2023,Bus,Transport,Cash,30,EXPENSE
10/22/2023,Bus,Transport,Cash,20,EXPENSE
10/22/2023,Snacks,Food & Drinks,Savings Bank,30,EXPENSE
10/22/2023,Maa,Bills & Fees,Cash,50,EXPENSE
10/21/2023,Juice,Food & Drinks,Cash,30,EXPENSE
10/21/2023,Auto,Transport,Cash,20,EXPENSE
10/20/2023,Bus,Transport,Cash,30,EXPENSE
10/20/2023,PtA,Transport,Metro Card,10,EXPENSE
10/20/2023,HtP,Transport,Metro Card,35,EXPENSE
10/20/2023,AtR,Transport,Metro Card,35,EXPENSE
10/20/2023,Bus,Transport,Cash,30,EXPENSE
10/19/2023,RtA,Transport,Metro Card,45,EXPENSE
10/19/2023,AtR,Transport,Metro Card,35,EXPENSE
10/18/2023,Recharge,,Savings Bank,0,TRANSFER
10/18/2023,Snacks,Food & Drinks,Cash,30,EXPENSE
10/18/2023,Withdraw,,Savings Bank,0,TRANSFER
10/18/2023,Bus,Transport,Cash,10,EXPENSE
10/18/2023,AtR,Transport,Metro Card,35,EXPENSE
10/18/2023,Adjust balance,,Savings Bank,20,INCOME
10/18/2023,Recharge,,Savings Bank,0,TRANSFER
10/17/2023,Stonks,Bills & Fees,Savings Bank,111,EXPENSE
10/17/2023,Bus,Transport,Cash,10,EXPENSE
10/17/2023,Bus,Transport,Cash,10,EXPENSE
10/17/2023,Metro,Transport,Savings Bank,35,EXPENSE
10/17/2023,Chotu,Bills & Fees,Savings Bank,"1,000.00",EXPENSE
10/17/2023,Baba,Bills & Fees,Savings Bank,"2,000.00",EXPENSE
10/16/2023,Capt. Payment,Bills & Fees,Savings Bank,"5,000.00",INCOME
10/15/2023,Adjust balance,,Savings Bank,35,EXPENSE
10/15/2023,Adjust balance,,Cash,8,INCOME
10/6/2023,Auto,Transport,Cash,20,EXPENSE
10/6/2023,Auto,Transport,Cash,20,EXPENSE
10/5/2023,Auto,Transport,Cash,20,EXPENSE
10/5/2023,Baba,Bills & Fees,Cash,90,INCOME
10/3/2023,Auto,Transport,Cash,20,EXPENSE
10/3/2023,Bus,Transport,Cash,10,EXPENSE
9/30/2023,Baba,Bills & Fees,Savings Bank,500,EXPENSE
9/30/2023,Snacks,Food & Drinks,Savings Bank,55,EXPENSE
9/29/2023,Auto+Bus,Transport,Cash,30,EXPENSE
9/28/2023,Baba,Bills & Fees,Savings Bank,500,EXPENSE
9/28/2023,Snacks,Food & Drinks,Savings Bank,70,EXPENSE
9/28/2023,Adjust balance,,Cash,4,EXPENSE
9/28/2023,Baba,Bills & Fees,Savings Bank,"1,000.00",EXPENSE
9/28/2023,Chotu,Bills & Fees,Cash,20,EXPENSE
9/27/2023,Auto,Transport,Cash,20,EXPENSE
9/27/2023,Sid,Bills & Fees,Savings Bank,40,EXPENSE
9/25/2023,Interest,Bills & Fees,Savings Bank,3,INCOME
9/25/2023,Snacks,Food & Drinks,Savings Bank,25,EXPENSE
9/25/2023,Jalebi,Food & Drinks,Savings Bank,20,EXPENSE
9/25/2023,Auto,Transport,Savings Bank,20,EXPENSE
9/25/2023,Bus,Transport,Cash,10,EXPENSE
9/23/2023,Recharge,Bills & Fees,Savings Bank,259,EXPENSE
9/23/2023,Adjust balance,,Savings Bank,20,EXPENSE
9/23/2023,Adjust balance,,Cash,40,EXPENSE
9/23/2023,Auto,Transport,Cash,20,EXPENSE
9/23/2023,Bus,Transport,Cash,10,EXPENSE
9/23/2023,Chotu,Bills & Fees,Savings Bank,50,EXPENSE
9/22/2023,Auto,Transport,Cash,20,EXPENSE
9/21/2023,Advance,,Savings Bank,"3,001.00",INCOME
9/20/2023,Auto,Transport,Cash,20,EXPENSE
9/19/2023,Prints,Bills & Fees,Savings Bank,5,EXPENSE
9/19/2023,Auto,Transport,Cash,20,EXPENSE
9/19/2023,Bus,Transport,Cash,10,EXPENSE
9/18/2023,Parking,Bills & Fees,Cash,25,EXPENSE
9/16/2023,Snacks,Food & Drinks,Savings Bank,30,EXPENSE
9/15/2023,Pastry,Food & Drinks,Cash,100,EXPENSE
9/15/2023,Transport,Transport,Cash,45,EXPENSE
9/15/2023,Bus incident,,Savings Bank,0,TRANSFER
9/15/2023,Snacks,Food & Drinks,Savings Bank,30,INCOME
9/15/2023,Drink,Transport,Savings Bank,10,EXPENSE
9/15/2023,Snacks,Food & Drinks,Savings Bank,60,EXPENSE
9/14/2023,Adjust balance,,Cash,10,EXPENSE
9/14/2023,Adjust balance,,Savings Bank,30,EXPENSE
9/14/2023,Snacks,Food & Drinks,Savings Bank,30,EXPENSE
9/14/2023,Sid,Bills & Fees,Savings Bank,56,EXPENSE
9/14/2023,Bus,Transport,Cash,10,EXPENSE
9/13/2023,Auto,Transport,Cash,20,EXPENSE
9/11/2023,Auto,Transport,Cash,20,EXPENSE
9/11/2023,Bus,Transport,Cash,10,EXPENSE
9/11/2023,Auto,Transport,Cash,20,EXPENSE
9/10/2023,Snacks,Food & Drinks,Savings Bank,140,EXPENSE
9/9/2023,Auto,Transport,Cash,20,EXPENSE
9/8/2023,,,Savings Bank,64,EXPENSE
9/8/2023,Withdraw,,Savings Bank,0,TRANSFER
9/8/2023,Auto,Transport,Cash,20,EXPENSE
9/8/2023,Bus,Transport,Cash,10,EXPENSE
9/7/2023,Snacks,Food & Drinks,Cash,30,EXPENSE
9/6/2023,Bus,Transport,Cash,10,EXPENSE
9/6/2023,Adjust balance,,Cash,20,EXPENSE
9/6/2023,Adjust balance,,Savings Bank,"1,040.00",INCOME
8/23/2023,Bus,Transport,Cash,10,EXPENSE
8/22/2023,Auto,Transport,Cash,20,EXPENSE
8/21/2023,Pass,Transport,Cash,430,EXPENSE
8/21/2023,Auto,Transport,Cash,20,EXPENSE
8/21/2023,Bus,Transport,Cash,30,EXPENSE
8/21/2023,Auto,Transport,Cash,20,EXPENSE
8/21/2023,Add,Bills & Fees,Cash,50,INCOME
8/18/2023,Chotu,Bills & Fees,Cash,10,EXPENSE
8/18/2023,Auto,Transport,Cash,20,EXPENSE
8/18/2023,Pocket Money,Bills & Fees,Cash,600,INCOME
8/18/2023,Bus,Transport,Cash,10,EXPENSE
8/17/2023,Auto,Transport,Cash,20,EXPENSE
8/17/2023,Stickers,Bills & Fees,Savings Bank,20,EXPENSE
8/16/2023,Stationary,Bills & Fees,Savings Bank,50,EXPENSE
8/16/2023,Juice,Food & Drinks,Savings Bank,40,EXPENSE
8/16/2023,Goje payback,Bills & Fees,Savings Bank,50,INCOME
8/16/2023,Samosa,Food & Drinks,Savings Bank,60,EXPENSE
8/16/2023,Auto,Transport,Cash,20,EXPENSE
8/16/2023,Auto,Transport,Cash,20,EXPENSE
8/16/2023,Auto,Transport,Cash,20,EXPENSE
8/15/2023,Bus,Transport,Cash,10,EXPENSE
8/14/2023,Bus,Transport,Cash,10,EXPENSE
8/14/2023,Juice,Food & Drinks,Savings Bank,15,EXPENSE
8/14/2023,Auto,Transport,Cash,20,EXPENSE
8/12/2023,Bus,Transport,Cash,10,EXPENSE
8/11/2023,Auto,Transport,Cash,20,EXPENSE
8/10/2023,,,Cash,200,INCOME
8/10/2023,Auto,Transport,Cash,20,EXPENSE
8/9/2023,Auto,Transport,Cash,20,EXPENSE
8/8/2023,Snacks,Food & Drinks,Savings Bank,30,EXPENSE
8/8/2023,Auto,Transport,Cash,20,EXPENSE
8/7/2023,Bus,Transport,Cash,10,EXPENSE
8/5/2023,Auto,Transport,Savings Bank,20,EXPENSE
8/5/2023,Auto,Transport,Cash,40,EXPENSE
8/4/2023,Snacks,Food & Drinks,Savings Bank,20,EXPENSE
8/4/2023,Bus,Transport,Cash,10,EXPENSE
8/2/2023,Computer stuff,Bills & Fees,Savings Bank,470,EXPENSE
7/31/2023,Goje,,Savings Bank,10,EXPENSE
7/31/2023,Auto,Transport,Cash,20,EXPENSE
7/31/2023,Bus,Transport,Cash,10,EXPENSE
7/29/2023,Shawarma,Food & Drinks,Savings Bank,120,EXPENSE
7/28/2023,Adjust balance,,Cash,30,EXPENSE
7/28/2023,Bus,Transport,Cash,10,EXPENSE
7/28/2023,Bus,Transport,Cash,10,EXPENSE
7/27/2023,Bus,Transport,Cash,10,EXPENSE
7/24/2023,Auto,Transport,Cash,20,EXPENSE
7/24/2023,,,Cash,100,INCOME
7/23/2023,Chotu,Bills & Fees,Cash,20,EXPENSE
7/22/2023,Something,Bills & Fees,Savings Bank,5,EXPENSE
7/21/2023,Recharge,Bills & Fees,Savings Bank,259,EXPENSE
7/19/2023,Adjust balance,,Cash,10,EXPENSE
7/19/2023,Bus,Transport,Cash,10,EXPENSE
7/18/2023,Pocket money,,Savings Bank,"1,000.00",INCOME
7/18/2023,Curd,Bills & Fees,Savings Bank,48,EXPENSE
7/14/2023,Auto,Transport,Cash,20,EXPENSE
7/14/2023,Snacks,Food & Drinks,Savings Bank,80,EXPENSE
7/13/2023,Adjust balance,,Savings Bank,10,EXPENSE
7/13/2023,Adjust balance,,Metro Card,95,EXPENSE
7/13/2023,🖊️,Bills & Fees,Savings Bank,10,EXPENSE
7/12/2023,Bus,Transport,Cash,10,EXPENSE
7/12/2023,Juice,Food & Drinks,Cash,20,EXPENSE
7/12/2023,Snacks,Food & Drinks,Savings Bank,50,EXPENSE
7/12/2023,Auto,Transport,Cash,20,EXPENSE
7/10/2023,Auto,Transport,Cash,20,EXPENSE
7/5/2023,Bus,Transport,Cash,10,EXPENSE
7/5/2023,Auto,Transport,Cash,20,EXPENSE
7/4/2023,,,Cash,210,INCOME
7/4/2023,Pen,Bills & Fees,Savings Bank,10,EXPENSE
7/4/2023,,,Savings Bank,84,INCOME
6/13/2023,,Food & Drinks,Savings Bank,60,EXPENSE
6/12/2023,Goje,Food & Drinks,Savings Bank,20,EXPENSE
6/11/2023,Mom,Bills & Fees,Savings Bank,"11,500.00",EXPENSE
6/10/2023,Book,Bills & Fees,Savings Bank,180,EXPENSE
6/10/2023,,,Savings Bank,0,TRANSFER
6/10/2023,Salary,Bills & Fees,Savings Bank,"8,000.00",INCOME
6/10/2023,Bus,Transport,Cash,10,EXPENSE
6/9/2023,Bus,Transport,Cash,10,EXPENSE
6/9/2023,,,Cash,3,INCOME
6/9/2023,Bus,Transport,Cash,20,EXPENSE
6/9/2023,Maa,,Cash,50,EXPENSE
6/8/2023,Bus,Transport,Cash,10,EXPENSE
6/7/2023,Juice,Food & Drinks,Savings Bank,20,EXPENSE
6/7/2023,Exam fees,Bills & Fees,Savings Bank,800,EXPENSE
6/7/2023,Auto,Transport,Cash,20,EXPENSE
6/7/2023,Record books,Bills & Fees,Savings Bank,360,EXPENSE
6/6/2023,Chotu,,Savings Bank,0,TRANSFER
6/6/2023,Adjust,,Cash,60,EXPENSE
6/6/2023,Adjust,,Cash,100,EXPENSE
6/6/2023,Auto,Transport,Savings Bank,20,EXPENSE
6/5/2023,Auto,Transport,Savings Bank,20,EXPENSE
6/5/2023,Juice,Food & Drinks,Savings Bank,10,EXPENSE
6/5/2023,Snacks,Food & Drinks,Savings Bank,25,EXPENSE
6/5/2023,Auto,Transport,Savings Bank,20,EXPENSE
6/4/2023,Adjust,,Savings Bank,40,EXPENSE
6/3/2023,Juice,Food & Drinks,Savings Bank,20,EXPENSE
6/3/2023,Juice,Food & Drinks,Savings Bank,20,EXPENSE
6/2/2023,Bus,Transport,Cash,30,EXPENSE
6/1/2023,Bus,Transport,Cash,10,EXPENSE
6/1/2023,Medic,Bills & Fees,Savings Bank,53.27,EXPENSE
5/31/2023,Bus,Transport,Cash,10,EXPENSE
5/31/2023,Bus,Transport,Cash,20,EXPENSE
5/30/2023,Auto,Transport,Cash,20,EXPENSE
5/30/2023,Maa,,Cash,10,EXPENSE
5/29/2023,Juice,Food & Drinks,Savings Bank,20,EXPENSE
5/29/2023,Auto,Transport,Savings Bank,20,EXPENSE
5/28/2023,Adjust,,Cash,7,INCOME
5/28/2023,Adjust,,Cash,153,INCOME
5/28/2023,Suit,Bills & Fees,Savings Bank,"3,499.00",EXPENSE
5/27/2023,Breakfast,Food & Drinks,Savings Bank,30,EXPENSE
5/26/2023,Baba payback,,Savings Bank,"1,400.00",EXPENSE
5/25/2023,Bus,Transport,Cash,10,EXPENSE
5/25/2023,Bus,Transport,Cash,20,EXPENSE
5/24/2023,Juice,Food & Drinks,Savings Bank,25,EXPENSE
5/24/2023,Auto,Transport,Cash,20,EXPENSE
5/23/2023,Auto+Bus,Transport,Cash,50,EXPENSE
5/23/2023,Bus,Transport,Cash,10,EXPENSE
5/23/2023,Bus,Transport,Cash,10,EXPENSE
5/23/2023,Bus,Transport,Cash,10,EXPENSE
5/21/2023,Recharge,Bills & Fees,Savings Bank,259,EXPENSE
5/20/2023,Shrenik paid,,Savings Bank,150,INCOME
5/20/2023,Snacks,Food & Drinks,Savings Bank,100,EXPENSE
5/20/2023,Ice cream,Food & Drinks,Savings Bank,30,EXPENSE
5/20/2023,OGT paid,,Savings Bank,"2,000.00",INCOME
5/20/2023,Chotu,,Cash,10,EXPENSE
5/19/2023,Bus pass,Transport,Cash,430,EXPENSE
5/19/2023,Withdraw,,Savings Bank,0,TRANSFER
5/18/2023,Ice cream,Food & Drinks,Savings Bank,75,EXPENSE
5/18/2023,RtA,Transport,Metro Card,35,EXPENSE
5/18/2023,Snacks,Food & Drinks,Cash,30,EXPENSE
5/18/2023,Bus,Transport,Cash,10,EXPENSE
5/18/2023,Withdraw,,Savings Bank,0,TRANSFER
5/17/2023,Bus,Transport,Cash,30,EXPENSE
5/16/2023,Bus,Transport,Cash,20,EXPENSE
5/16/2023,Snacks,Food & Drinks,Cash,30,EXPENSE
5/14/2023,Adjust,,Cash,30,INCOME
5/14/2023,Sid payUp,,Savings Bank,631,EXPENSE
5/13/2023,Payment,,Savings Bank,"8,000.00",INCOME
5/13/2023,Juice,Food & Drinks,Savings Bank,40,EXPENSE
5/13/2023,Juice,Food & Drinks,Savings Bank,10,EXPENSE
5/13/2023,Auto,Transport,Cash,20,EXPENSE
5/12/2023,Auto,Transport,Savings Bank,20,EXPENSE
5/11/2023,Auto,Transport,Cash,20,EXPENSE
5/10/2023,Auto,Transport,Cash,20,EXPENSE
5/10/2023,Snacks,Food & Drinks,Cash,15,EXPENSE
5/9/2023,Bus: RtG,Transport,Cash,10,EXPENSE
5/9/2023,,Transport,Cash,40,INCOME
5/9/2023,Bus,Transport,Cash,10,EXPENSE
5/8/2023,Bus,Transport,Cash,10,EXPENSE
5/8/2023,Auto,Transport,Cash,20,EXPENSE
5/7/2023,,Bills & Fees,Savings Bank,8,EXPENSE
5/7/2023,Snack,Food & Drinks,Savings Bank,30,EXPENSE
5/6/2023,Bus,Transport,Cash,10,EXPENSE
5/6/2023,Auto,Transport,Cash,20,EXPENSE
5/5/2023,Stonks Return,Bills & Fees,Savings Bank,50.43,INCOME
5/5/2023,Goje,Food & Drinks,Cash,40,INCOME
5/5/2023,Bonda,Food & Drinks,Savings Bank,70,EXPENSE
5/4/2023,Auto,Transport,Cash,20,EXPENSE
5/3/2023,RtA,Transport,Metro Card,35,EXPENSE
5/3/2023,Bus,Transport,Cash,20,EXPENSE
5/3/2023,Bus,Transport,Cash,20,EXPENSE
5/3/2023,Withdraw,,Savings Bank,0,TRANSFER
5/2/2023,Glasses,Bills & Fees,Savings Bank,5,EXPENSE
5/2/2023,Bus,Transport,Cash,10,EXPENSE
5/2/2023,Bus,Transport,Cash,20,EXPENSE
5/2/2023,,,Cash,10,INCOME
5/1/2023,Bus,Transport,Cash,10,EXPENSE
5/1/2023,Bus,Transport,Cash,10,EXPENSE
4/29/2023,Baba,Bills & Fees,Savings Bank,"1,600.00",EXPENSE
4/29/2023,Bus,Transport,Cash,10,EXPENSE
4/28/2023,Baba,Bills & Fees,Cash,100,INCOME
4/28/2023,Bus,Transport,Cash,10,EXPENSE
4/28/2023,Bus: RtG,Transport,Cash,10,EXPENSE
4/28/2023,AtR,Transport,Metro Card,35,EXPENSE
4/28/2023,Bus,Transport,Cash,10,EXPENSE
4/28/2023,Auto,Transport,Cash,20,EXPENSE
4/28/2023,Auto,Transport,Cash,20,EXPENSE
4/27/2023,Ice cream,Food & Drinks,Savings Bank,98,EXPENSE
4/27/2023,Water,Food & Drinks,Savings Bank,30,EXPENSE
4/27/2023,Fried rice,Food & Drinks,Cash,80,EXPENSE
4/27/2023,Goli soda,Food & Drinks,Savings Bank,49,EXPENSE
4/27/2023,Auto,Transport,Savings Bank,20,EXPENSE
4/27/2023,Auto,Transport,Cash,20,EXPENSE
4/26/2023,RtA,Transport,Metro Card,35,EXPENSE
4/26/2023,Juice,Food & Drinks,Savings Bank,20,EXPENSE
4/26/2023,Baba sent,,Savings Bank,"3,000.00",INCOME
4/26/2023,Bus: RtG,Transport,Cash,10,EXPENSE
4/26/2023,BtR,Transport,Metro Card,40,EXPENSE
4/26/2023,Metro Recharge,Bills & Fees,Metro Card,200,INCOME
4/26/2023,Metro recharge,Bills & Fees,Savings Bank,200,EXPENSE
4/25/2023,RtA,Transport,Metro Card,31.5,EXPENSE
4/25/2023,Burger AM,Food & Drinks,Savings Bank,99,EXPENSE
4/25/2023,Bus: RtG,Transport,Cash,10,EXPENSE
4/25/2023,AtR,Transport,Metro Card,35,EXPENSE
4/25/2023,Stonks return,Bills & Fees,Savings Bank,130.64,INCOME
4/24/2023,RtA,Transport,Metro Card,31.5,EXPENSE
4/24/2023,Bus: GtR,Transport,Cash,10,EXPENSE
4/24/2023,SQ bands,,Cash,5,EXPENSE
4/24/2023,Bus: RtG,Transport,Cash,10,EXPENSE
4/24/2023,AtR,Transport,Metro Card,35,EXPENSE
4/24/2023,Water,Food & Drinks,Savings Bank,20,EXPENSE
4/24/2023,Frooti,Food & Drinks,Savings Bank,30,EXPENSE
4/24/2023,Water,Food & Drinks,Cash,30,EXPENSE
4/24/2023,FAC,,Savings Bank,30,EXPENSE
4/24/2023,Auto,Transport,Cash,20,EXPENSE
4/23/2023,Shirt,Bills & Fees,Savings Bank,750,EXPENSE
4/23/2023,TO TRANSFER INSUFFICIENT BAL POS DECLINE CHARGE,,Savings Bank,23.6,EXPENSE
4/22/2023,Nidhish payup,Bills & Fees,Savings Bank,"1,551.00",INCOME
4/22/2023,,Bills & Fees,Savings Bank,"1,109.00",EXPENSE
4/22/2023,,Bills & Fees,Savings Bank,"1,398.00",EXPENSE
4/22/2023,,Transport,Cash,20,EXPENSE
4/22/2023,Mobile,Bills & Fees,Savings Bank,259,EXPENSE
4/22/2023,Stonks,,Savings Bank,130,EXPENSE
4/22/2023,Change,,Cash,7,INCOME
4/22/2023,Sid returns,,Savings Bank,300,INCOME
4/22/2023,Init,,Metro Card,139,INCOME
4/22/2023,Init,,Savings Bank,"3,525.77",INCOME
4/22/2023,Init,,Cash,250,INCOME
